N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
12,1.0,CHP,2,NA,20,20,1.0,5.129166666666666,5.25,0.15,0.0,20,1.0,0,0,,8.25,8.25,,,0,0,,4.55,7.75,0.8564814814814815,0.002201875,0.0016825,0.0040899872779846195,0.008846734040676357,0.0,6.2
12,1.0,CHP,3,NA,20,20,1.0,5.133333333333334,5.25,0.15416666666666665,0.0,20,1.0,0,0,,18.333333333333332,18.333333333333332,,,0,0,,4.2,6.6,0.8777777777777777,0.00207845,0.001833,0.0029375672340393065,0.007530305831408214,0.0,1.0
12,1.0,CHP,4,NA,20,20,1.0,5.166666666666666,5.25,0.1875,0.0,20,1.0,0,0,,28.416666666666668,28.416666666666668,,,0,0,,4.05,6.15,0.8861111111111111,0.0025025,0.002436,0.002632761001586914,0.007135963895278573,0.0,1.0
12,1.0,NP,NA,1,20,20,1.0,4.979166666666666,5.125,0.0,0.0,20,1.0,0,0,,0.0,0.0,,,0,0,,12.0,54.0,0.0,0.001633675,0.00120425,0.1743723511695862,0.1804601028050988,0.0,4539.35
12,1.0,PP,2,2,20,20,1.0,5.033333333333333,5.125,0.054166666666666655,0.0,20,1.0,20,0,0.0,4.5,4.5,4.445833333333334,4.5,20,0,0.0,8.05,24.3,0.55,0.00275685,0.0026865,0.02704576253890991,0.0319952014322835,0.0,253.15
12,1.0,PP,2,3,20,20,1.0,5.129166666666666,5.25,0.15,0.0,20,1.0,20,0,0.0,6.0,6.0,5.85,6.0,20,0,0.0,4.55,7.75,0.8564814814814815,0.00238615,0.002078,0.003918969631195068,0.008732643545654917,0.0,6.2
12,1.0,PP,2,4,20,20,1.0,5.129166666666666,5.25,0.15,0.0,20,1.0,20,0,0.0,6.75,6.75,6.6,6.75,20,0,0.0,4.55,7.75,0.8564814814814815,0.002063425,0.00173025,0.003910374641418457,0.008671632814894605,0.0,6.2
12,1.0,PP,2,5,20,20,1.0,5.129166666666666,5.25,0.15,0.0,20,1.0,20,0,0.0,6.75,6.75,6.6,6.75,20,0,0.0,4.55,7.75,0.8564814814814815,0.002093375,0.001923,0.0036872386932373046,0.008196831535818816,0.0,6.2
12,1.0,PP,3,2,20,20,1.0,5.033333333333333,5.125,0.054166666666666655,0.0,20,1.0,20,0,0.0,10.0,10.0,9.945833333333333,10.0,20,0,0.0,8.0,24.0,0.5555555555555556,0.002182925,0.00217825,0.027446460723876954,0.03254001410479765,0.0,231.25
12,1.0,PP,3,3,20,20,1.0,5.133333333333334,5.25,0.15416666666666665,0.0,20,1.0,20,0,0.0,13.333333333333334,13.333333333333334,13.179166666666669,13.333333333333334,20,0,0.0,4.2,6.6,0.8777777777777777,0.00206185,0.001923,0.0033046841621398927,0.00805683060975728,0.0,1.0
12,1.0,PP,3,4,20,20,1.0,5.133333333333334,5.25,0.15416666666666665,0.0,20,1.0,20,0,0.0,15.0,15.0,14.845833333333335,15.0,20,0,0.0,4.2,6.6,0.8777777777777777,0.002226675,0.0019155,0.0029826998710632325,0.007433295318927574,0.0,1.0
12,1.0,PP,3,5,20,20,1.0,5.133333333333334,5.25,0.15416666666666665,0.0,20,1.0,20,0,0.0,15.0,15.0,14.845833333333335,15.0,20,0,0.0,4.2,6.6,0.8777777777777777,0.0022561,0.00194525,0.0027495503425598146,0.007140138343841887,0.0,1.0
12,1.0,PP,4,2,20,20,1.0,5.033333333333333,5.125,0.054166666666666655,0.0,20,1.0,20,0,0.0,15.5,15.5,15.445833333333335,15.5,20,0,0.0,8.0,24.0,0.5555555555555556,0.002333275,0.00203825,0.025739943981170653,0.03071512662335708,0.0,223.1
12,1.0,PP,4,3,20,20,1.0,5.166666666666666,5.25,0.1875,0.0,20,1.0,20,0,0.0,20.666666666666668,20.666666666666668,20.479166666666668,20.666666666666668,20,0,0.0,4.05,6.15,0.8861111111111111,0.00205235,0.001745,0.002600884437561035,0.007205817842886304,0.0,1.0
12,1.0,PP,4,4,20,20,1.0,5.166666666666666,5.25,0.1875,0.0,20,1.0,20,0,0.0,23.25,23.25,23.0625,23.25,20,0,0.0,4.05,6.15,0.8861111111111111,0.002277475,0.001993,0.0024548649787902834,0.006846775412709093,0.0,1.0
12,1.0,PP,4,5,20,20,1.0,5.166666666666666,5.25,0.1875,0.0,20,1.0,20,0,0.0,23.25,23.25,23.0625,23.25,20,0,0.0,4.05,6.15,0.8861111111111111,0.00229725,0.001958,0.002343904972076416,0.006686023905319333,0.0,1.0
