N,arrival_rate,method,threshold,max_platoon_size,cases,case_count,optimality_rate,mean_average_delay,median_average_delay,mean_actual_optimality_gap,median_actual_optimality_gap,actual_gap_case_count,actual_gap_availability_rate,bound_check_case_count,bound_violation_count,bound_violation_rate,mean_rule_level_upper_bound,median_rule_level_upper_bound,mean_bound_slack,median_bound_slack,delay_order_check_case_count,delay_order_failure_count,delay_order_failure_rate,mean_number_of_platoons,mean_ordering_variable_count,mean_dimension_reduction_ratio,mean_formation_time_ms,median_formation_time_ms,mean_solve_time_s,mean_end_to_end_time_s,mean_terminal_mip_gap,mean_node_count
16,0.4,CHP,2,NA,20,20,1.0,4.428125,4.40625,0.05625,0.0,20,1.0,0,0,,12.1875,12.1875,,,0,0,,8.3,25.6,0.7333333333333333,0.0027308,0.0028015,0.023276364803314208,0.029000288317141104,0.0,341.8
16,0.4,CHP,3,NA,20,20,1.0,4.5375,4.46875,0.165625,0.0,20,1.0,0,0,,26.25,26.25,,,0,0,,7.3,19.75,0.7942708333333333,0.002361125,0.0021782499999999996,0.014255893230438233,0.01950242434503901,0.0,148.1
16,0.4,CHP,4,NA,20,20,1.0,4.990625,4.9375,0.61875,0.46875,20,1.0,0,0,,40.3125,40.3125,,,0,0,,5.9,13.05,0.8640625,0.0021920000000000004,0.0018355000000000001,0.006196725368499756,0.011196902899144412,0.0,24.35
16,0.4,NP,NA,1,20,20,1.0,4.371875,4.40625,0.0,0.0,20,1.0,0,0,,0.0,0.0,,,0,0,,16.0,96.0,0.0,0.00193925,0.001918,1.3817150115966796,1.3893292060157585,0.0,31384.3
16,0.4,PP,2,2,20,20,1.0,4.4125,4.40625,0.040625,0.0,20,1.0,20,0,0.0,6.5,6.5,6.459375,6.5,20,0,0.0,10.55,41.65,0.5661458333333333,0.002521575,0.001783,0.06397312879562378,0.06963488163476797,0.0,1124.7
16,0.4,PP,2,3,20,20,1.0,4.3875,4.40625,0.015625,0.0,20,1.0,20,0,0.0,8.125,8.125,8.109375,8.125,20,0,0.0,9.25,32.05,0.6661458333333333,0.00271755,0.0022032500000000003,0.039227414131164554,0.044772205173125315,0.0,576.7
16,0.4,PP,2,4,20,20,1.0,4.428125,4.40625,0.05625,0.0,20,1.0,20,0,0.0,9.75,9.75,9.69375,9.75,20,0,0.0,8.3,25.6,0.7333333333333333,0.0021545,0.00170225,0.022732472419738768,0.027950750036872744,0.0,341.8
16,0.4,PP,2,5,20,20,1.0,4.428125,4.40625,0.05625,0.0,20,1.0,20,0,0.0,9.75,9.75,9.69375,9.75,20,0,0.0,8.3,25.6,0.7333333333333333,0.00276965,0.00279175,0.023758363723754884,0.02920284875579443,0.0,341.8
16,0.4,PP,3,2,20,20,1.0,4.46875,4.46875,0.096875,0.0,20,1.0,20,0,0.0,14.0,14.0,13.903125,14.0,20,0,0.0,10.0,37.45,0.6098958333333333,0.002565525,0.002108,0.053537821769714354,0.05915541021292379,0.0,898.35
16,0.4,PP,3,3,20,20,1.0,4.509375,4.46875,0.1375,0.0,20,1.0,20,0,0.0,17.5,17.5,17.3625,17.5,20,0,0.0,8.7,28.35,0.7046875,0.002226875,0.0016625,0.025951468944549562,0.031185110834263563,0.0,312.0
16,0.4,PP,3,4,20,20,1.0,4.5375,4.46875,0.165625,0.0,20,1.0,20,0,0.0,21.0,21.0,20.834375,21.0,20,0,0.0,7.3,19.75,0.7942708333333333,0.002488225,0.001928,0.014202404022216796,0.019313770869048334,0.0,148.1
16,0.4,PP,3,5,20,20,1.0,4.5375,4.46875,0.165625,0.0,20,1.0,20,0,0.0,21.0,21.0,20.834375,21.0,20,0,0.0,7.3,19.75,0.7942708333333333,0.002448525,0.0022234999999999998,0.013763523101806641,0.018789549668971086,0.0,148.1
16,0.4,PP,4,2,20,20,1.0,4.590625,4.625,0.21875,0.0,20,1.0,20,0,0.0,21.5,21.5,21.28125,21.5,20,0,0.0,9.25,32.15,0.6651041666666666,0.00240035,0.0022684999999999997,0.03900048732757568,0.04459207258763466,0.0,556.55
16,0.4,PP,4,3,20,20,1.0,4.79375,4.53125,0.421875,0.0,20,1.0,20,0,0.0,26.875,26.875,26.453125,26.875,20,0,0.0,8.35,26.15,0.7276041666666667,0.00267365,0.00255925,0.023876643180847167,0.029266897504988815,0.0,222.3
16,0.4,PP,4,4,20,20,1.0,4.990625,4.9375,0.61875,0.46875,20,1.0,20,0,0.0,32.25,32.25,31.63125,31.78125,20,0,0.0,5.9,13.05,0.8640625,0.00245875,0.00193525,0.006531918048858642,0.011544568196600078,0.0,24.35
16,0.4,PP,4,5,20,20,1.0,4.990625,4.9375,0.61875,0.46875,20,1.0,20,0,0.0,32.25,32.25,31.63125,31.78125,20,0,0.0,5.9,13.05,0.8640625,0.002603675,0.0024862499999999997,0.006481385231018067,0.011714524239994216,0.0,24.35
