seed,replication,N,L,counts,releases,arrival_rate,h_F,h_S,threshold,max_platoon_size,method,partition,number_of_platoons,ordering_variable_count,vehicle_level_ordering_variable_count,dimension_reduction_ratio,formation_time_ms,formation_repetitions,model_build_time_s,solve_time_s,end_to_end_time_s,status,objective,actual_optimality_gap,actual_gap_reference,terminal_mip_gap,node_count,partition_specific_upper_bound,scaled_partition_specific_upper_bound,rule_level_upper_bound,scaled_rule_level_upper_bound,np_optimal_objective,matching_chp_objective,pp_optimal_objective,D_NP,D_CHP,D_PP,bound_check_available,bound_valid,bound_slack,delay_order_check_available,np_pp_chp_delay_order_holds
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,,1,NP,"[[1, 1, 1], [1, 1, 1], [1, 1, 1], [1, 1, 1]]",12,54,54,0.0,0.001107,20,0.01386662945151329,0.20440006256103516,0.21834239608813,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,5909.0,0.0,0,0.0,0,3.9166666666666665,,,3.9166666666666665,,,False,,,False,
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,2,,CHP,"[[3], [2, 1], [2, 1], [2, 1]]",7,18,54,0.6666666666666667,0.001432,20,0.004472239874303341,0.01599907875061035,0.020527075602013587,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,131.0,1.5,18,8.25,99,3.9166666666666665,,,3.9166666666666665,3.9166666666666665,,False,,,False,
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,2,2,PP,"[[2, 1], [2, 1], [2, 1], [2, 1]]",8,24,54,0.5555555555555556,0.0014825,20,0.004389394074678421,0.021406888961791992,0.025849941021068096,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,266.0,1.5,18,4.5,54,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,4.5,True,True
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,2,3,PP,"[[3], [2, 1], [2, 1], [2, 1]]",7,18,54,0.6666666666666667,0.0035205,20,0.004200329072773457,0.015269994735717773,0.01952472618603277,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,131.0,1.5,18,6.0,72,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,6.0,True,True
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,2,4,PP,"[[3], [2, 1], [2, 1], [2, 1]]",7,18,54,0.6666666666666667,0.0014275,20,0.004070892930030823,0.015916109085083008,0.020041036202063562,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,131.0,1.5,18,6.75,81,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,6.75,True,True
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,2,5,PP,"[[3], [2, 1], [2, 1], [2, 1]]",7,18,54,0.6666666666666667,0.001427,20,0.004195180721580982,0.015439987182617188,0.019704268527760027,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,131.0,1.5,18,6.75,81,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,6.75,True,True
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,3,,CHP,"[[3], [2, 1], [2, 1], [2, 1]]",7,18,54,0.6666666666666667,0.001347,20,0.003777589648962021,0.015816926956176758,0.01964654152303648,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,131.0,1.5,18,18.333333333333332,220,3.9166666666666665,,,3.9166666666666665,3.9166666666666665,,False,,,False,
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,3,2,PP,"[[2, 1], [2, 1], [2, 1], [2, 1]]",8,24,54,0.5555555555555556,0.0036505,20,0.004250244237482548,0.020032882690429688,0.024337590387583256,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,266.0,1.5,18,10.0,120,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,10.0,True,True
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,3,3,PP,"[[3], [2, 1], [2, 1], [2, 1]]",7,18,54,0.6666666666666667,0.003585,20,0.0040462566539645195,0.015682220458984375,0.019782349806687832,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,131.0,1.5,18,13.333333333333334,160,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,13.333333333333334,True,True
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,3,4,PP,"[[3], [2, 1], [2, 1], [2, 1]]",7,18,54,0.6666666666666667,0.0035255,20,0.004312938079237938,0.016496896743774414,0.02086671951860237,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,131.0,1.5,18,15.0,180,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,15.0,True,True
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,3,5,PP,"[[3], [2, 1], [2, 1], [2, 1]]",7,18,54,0.6666666666666667,0.003766,20,0.004261019639670849,0.017576932907104492,0.021893521502343177,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,131.0,1.5,18,15.0,180,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,15.0,True,True
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,4,,CHP,"[[3], [2, 1], [2, 1], [3]]",6,13,54,0.7592592592592593,0.001392,20,0.003927816636860371,0.0049779415130615234,0.00896716364530754,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,1.0,3.8333333333333335,46,28.416666666666668,341,3.9166666666666665,,,3.9166666666666665,3.9166666666666665,,False,,,False,
13684777053113107035,0,12,4,"[3, 3, 3, 3]","[[6, 8, 8], [2, 2, 9], [3, 5, 10], [2, 3, 7]]",0.4,1,2,4,2,PP,"[[2, 1], [2, 1], [2, 1], [2, 1]]",8,24,54,0.5555555555555556,0.001522,20,0.0047025177627801895,0.025238037109375,0.0299958179100008,OPTIMAL,3.9166666666666665,0.0,np_gurobi_optimal,0.0,266.0,1.5,18,15.5,186,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,3.9166666666666665,True,True,15.5,True,True
